addr:housenumber,addr:street,addr:city,addr:postcode,description,name,opening_hours,tourism,website,longitude,latitude,location_id,zone,geometry
515,West 29th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Malin Gallery,Tu-Sa 10:00-18:00,gallery,https://www.malingallery.com,-74.0022364,40.75193,246,West Chelsea/Hudson Yards,POINT (-74.0022364 40.75193)
525,West 29th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Microscope Gallery,Tu-Sa 12:00-18:00,gallery,https://microscopegallery.com,-74.0026522,40.7521088,246,West Chelsea/Hudson Yards,POINT (-74.0026522 40.7521088)
548,West 28th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Viridian Artists,Tu-Sa 10:00-18:00,gallery,https://viridianartist.com,-74.0041354,40.7516496,246,West Chelsea/Hudson Yards,POINT (-74.0041354 40.7516496)
548,West 28th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Carter Burden Gallery,Tu-Fr 11:00-17:00; Sa 11:00-18:00,gallery,https://www.carterburdengallery.org,-74.0041652,40.7516054,246,West Chelsea/Hudson Yards,POINT (-74.0041652 40.7516054)
547,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Blue Mountain Gallery,Tu-Sa 11:00-18:00,gallery,https://www.bluemountaingallery.org,-74.0045116,40.7512794,246,West Chelsea/Hudson Yards,POINT (-74.0045116 40.7512794)
547,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Montserrat Contemporary Art,We-Sa 12:00-18:00,gallery,https://montserrat.us,-74.0044236,40.7512504,246,West Chelsea/Hudson Yards,POINT (-74.0044236 40.7512504)
547,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Bowery Gallery,Tu-Sa 11:00-18:00,gallery,http://www.bowerygallery.org,-74.0044835,40.7513197,246,West Chelsea/Hudson Yards,POINT (-74.0044835 40.7513197)
547,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Prince Street Gallery,Tu-Sa 11:00-18:00,gallery,https://princestreetgallery.com,-74.004452,40.7513549,246,West Chelsea/Hudson Yards,POINT (-74.004452 40.7513549)
547,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,The Painting Center,Tu 10:00-16:00; We-Sa 11:00-18:00,gallery,https://www.thepaintingcenter.org,-74.0043977,40.7512854,246,West Chelsea/Hudson Yards,POINT (-74.0043977 40.7512854)
515,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Ross + Kramer Gallery,Tu-Sa 11:00-18:00,gallery,https://rkgallery.com,-74.0031538,40.7507088,246,West Chelsea/Hudson Yards,POINT (-74.0031538 40.7507088)
509,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Kasmin Gallery,Tu-Sa 10:00-18:00,gallery,https://www.kasmingallery.com,-74.0029311,40.750597,246,West Chelsea/Hudson Yards,POINT (-74.0029311 40.750597)
507,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,The Global Fine Art Contemporary Art Gallery,-8930,gallery,https://www.artcapitalgain.com,-74.0027353,40.7505158,246,West Chelsea/Hudson Yards,POINT (-74.0027353 40.7505158)
297,10th Avenue,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Kasmin Gallery,Tu-Sa 10:00-18:00,gallery,https://www.kasmingallery.com,-74.0024698,40.750406,246,West Chelsea/Hudson Yards,POINT (-74.0024698 40.750406)
293,10th Avenue,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Galerie Templon,Tu-Sa 10:00-18:00,gallery,https://www.templon.com,-74.0026414,40.7501683,246,West Chelsea/Hudson Yards,POINT (-74.0026414 40.7501683)
520,West 27th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Nancy Hoffman Gallery,Tu-Sa 11:00-17:30,gallery,https://www.nancyhoffmangallery.com,-74.0034944,40.7505666,246,West Chelsea/Hudson Yards,POINT (-74.0034944 40.7505666)
511,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Miles McEnery Gallery,Tu-Sa 10:00-18:00,gallery,https://www.milesmcenery.com,-74.0053206,40.7474277,246,West Chelsea/Hudson Yards,POINT (-74.0053206 40.7474277)
508,West 28th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Sugarlift Gallery,Tu-Fr 10:00-18:00; Sa 12:00-18:00,gallery,https://www.sugarlift.com,-74.0024163,40.7509297,246,West Chelsea/Hudson Yards,POINT (-74.0024163 40.7509297)
521,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Davidson Gallery,Tu-Sa 11:00-18:00,gallery,http://www.davidsongallery.com,-74.0037157,40.7501702,246,West Chelsea/Hudson Yards,POINT (-74.0037157 40.7501702)
515,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Albertz Benda Gallery,Mo-Fr 10:00-18:00,gallery,http://www.albertzbenda.com,-74.0035864,40.7500552,246,West Chelsea/Hudson Yards,POINT (-74.0035864 40.7500552)
521,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Hollis Taggart Gallery,Tu-Sa 11:00-17:00,gallery,https://www.hollistaggart.com,-74.0037594,40.7501299,246,West Chelsea/Hudson Yards,POINT (-74.0037594 40.7501299)
515,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Friedman Benda Gallery,Tu-Sa 10:00-18:00,gallery,https://friedmanbenda.com,-74.0035148,40.7501029,246,West Chelsea/Hudson Yards,POINT (-74.0035148 40.7501029)
515,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Ryan Lee Gallery,Tu-Sa 10:00-18:00,gallery,https://ryanleegallery.com,-74.0035878,40.7501197,246,West Chelsea/Hudson Yards,POINT (-74.0035878 40.7501197)
526,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Thomas Erben Gallery,Tu-Sa 11:00-18:00,gallery,https://www.thomaserben.com,-74.0041571,40.7499597,246,West Chelsea/Hudson Yards,POINT (-74.0041571 40.7499597)
526,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,BravinLee Gallery,We-Sa 12:00-17:00,gallery,https://www.bravinlee.com,-74.0042354,40.7499417,246,West Chelsea/Hudson Yards,POINT (-74.0042354 40.7499417)
526,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Morgan Lehman Gallery,Tu-Sa 11:00-18:00,gallery,https://www.morganlehmangallery.com,-74.0041101,40.7499777,246,West Chelsea/Hudson Yards,POINT (-74.0041101 40.7499777)
508,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Hesse Flatow Gallery,Tu-Sa 11:00-18:00,gallery,https://hesseflatow.com,-74.0036085,40.7497344,246,West Chelsea/Hudson Yards,POINT (-74.0036085 40.7497344)
526,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Deborah Bell Photographs,Th-Sa 11:00-17:00,gallery,https://www.deborahbellphotographs.com,-74.0041149,40.749941,246,West Chelsea/Hudson Yards,POINT (-74.0041149 40.749941)
510,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Alexander Gray Associates Gallery,Tu-Sa 10:30-18:00,gallery,https://alexandergray.com,-74.0036422,40.7497859,246,West Chelsea/Hudson Yards,POINT (-74.0036422 40.7497859)
508,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Daniel Cooney Fine Art Gallery,We-Sa 11:00-18:00,gallery,https://www.danielcooneyfineart.com,-74.0036348,40.7497076,246,West Chelsea/Hudson Yards,POINT (-74.0036348 40.7497076)
508,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,David Richard Gallery,Tu-Sa 10:00-18:00,gallery,https://davidrichardgallery.com,-74.0036627,40.7496717,246,West Chelsea/Hudson Yards,POINT (-74.0036627 40.7496717)
526,West 26th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,David Richard Gallery,Tu-Sa 10:00-18:00,gallery,https://davidrichardgallery.com,-74.0041512,40.7498958,246,West Chelsea/Hudson Yards,POINT (-74.0041512 40.7498958)
245,10th Avenue,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Yossi Milo Gallery,Tu-Sa 10:00-18:00,gallery,https://www.yossimilo.com/,-74.0036923,40.7487598,246,West Chelsea/Hudson Yards,POINT (-74.0036923 40.7487598)
510,West 25th Street,New York,10001,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Pace Gallery,Tu-Sa 10:00-18:00,gallery,https://www.pacegallery.com,-74.0039931,40.7491212,246,West Chelsea/Hudson Yards,POINT (-74.0039931 40.7491212)
515,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Miles McEnery Gallery,Tu-Sa 10:00-18:00,gallery,https://www.milesmcenery.com,-74.0055719,40.7475186,246,West Chelsea/Hudson Yards,POINT (-74.0055719 40.7475186)
525,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Miles McEnery Gallery,Tu-Sa 10:00-18:00,gallery,https://www.milesmcenery.com,-74.0057558,40.7476043,246,West Chelsea/Hudson Yards,POINT (-74.0057558 40.7476043)
520,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Miles McEnery Gallery,Tu-Sa 10:00-18:00,gallery,https://www.milesmcenery.com,-74.0062465,40.7467488,246,West Chelsea/Hudson Yards,POINT (-74.0062465 40.7467488)
525,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Yancey Richardson Gallery,Tu-Sa 10:00-18:00,gallery,https://www.yanceyrichardson.com,-74.0057016,40.7475857,246,West Chelsea/Hudson Yards,POINT (-74.0057016 40.7475857)
535,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,DC Moore Gallery,Tu-Sa 10:00-18:00,gallery,https://www.dcmooregallery.com,-74.006149,40.7477676,246,West Chelsea/Hudson Yards,POINT (-74.006149 40.7477676)
537,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Dia Chelsea,We-Sa 12:00-18:00,gallery,https://diaart.org/visit/visit-our-locations-sites/dia-chelsea-new-york-united-states,-74.0063018,40.7478387,246,West Chelsea/Hudson Yards,POINT (-74.0063018 40.7478387)
542,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Hauser & Wirth,Tu-Sa 10:00-18:00,gallery,https://www.hauserwirth.com/locations/10073-hauser-wirth-new-york-22nd-street/,-74.0066657,40.7477523,246,West Chelsea/Hudson Yards,POINT (-74.0066657 40.7477523)
534,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Harper's Chelsea,Tu-Sa 10:00-18:00,gallery,https://www.harpersgallery.com,-74.0063743,40.7476243,246,West Chelsea/Hudson Yards,POINT (-74.0063743 40.7476243)
530,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Sikkema Jenkins & Co.,Tu-Sa 10:00-18:00,gallery,https://www.sikkemajenkinsco.com,-74.0060323,40.7474851,246,West Chelsea/Hudson Yards,POINT (-74.0060323 40.7474851)
512,West 22nd Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Harper's Chelsea,Tu-Sa 10:00-18:00,gallery,https://www.harpersgallery.com,-74.0054315,40.7472321,246,West Chelsea/Hudson Yards,POINT (-74.0054315 40.7472321)
511,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Nara Roesler Gallery,Tu-Sa 10:00-18:00,gallery,https://nararoesler.art,-74.0057122,40.7467918,246,West Chelsea/Hudson Yards,POINT (-74.0057122 40.7467918)
525,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Tina Kim Gallery,Tu-Sa 10:00-18:00,gallery,https://www.tinakimgallery.com,-74.0063448,40.7470553,246,West Chelsea/Hudson Yards,POINT (-74.0063448 40.7470553)
521,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Kravets Wehby Gallery,Tu-Sa 11:00-18:00,gallery,https://www.kravetswehbygallery.com,-74.006111,40.7469617,246,West Chelsea/Hudson Yards,POINT (-74.006111 40.7469617)
521,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Tanya Bonakdar Gallery,Tu-Sa 10:00-18:00,gallery,https://www.tanyabonakdargallery.com,-74.0062914,40.7470364,246,West Chelsea/Hudson Yards,POINT (-74.0062914 40.7470364)
547,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Hales Gallery,Tu-Sa 10:00-18:00,gallery,https://halesgallery.com,-74.0076175,40.746867,246,West Chelsea/Hudson Yards,POINT (-74.0076175 40.746867)
534,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Paula Cooper Gallery,Tu-Sa 10:00-18:00,gallery,https://www.paulacoopergallery.com,-74.0068341,40.7470049,246,West Chelsea/Hudson Yards,POINT (-74.0068341 40.7470049)
530,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Gladstone Gallery,Tu-Sa 10:00-18:00,gallery,https://www.gladstonegallery.com,-74.0066777,40.7469471,246,West Chelsea/Hudson Yards,POINT (-74.0066777 40.7469471)
522,West 21st Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Gagosian,Tu-Sa 10:00-18:00,gallery,https://gagosian.com,-74.0063973,40.7468093,246,West Chelsea/Hudson Yards,POINT (-74.0063973 40.7468093)
179,10th Avenue,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Galleria Ca' d'Oro,Mo-Fr 10:00-18:00; Sa 11:00-18:00; Su 12:00-17:00,gallery,https://www.galleriacadoro.com,-74.0054234,40.7462737,246,West Chelsea/Hudson Yards,POINT (-74.0054234 40.7462737)
501,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Praxis Gallery,Tu-Sa 9:00-17:00,gallery,https://www.praxis-art.com,-74.0057581,40.7460607,246,West Chelsea/Hudson Yards,POINT (-74.0057581 40.7460607)
513,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Jack Shainman Gallery,Tu-Sa 10:00-18:00,gallery,https://jackshainman.com,-74.0062412,40.7462478,246,West Chelsea/Hudson Yards,POINT (-74.0062412 40.7462478)
515,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Sean Horton Gallery,We-Sa 12:00-18:00,gallery,https://www.seanhortonpresents.com,-74.006296,40.7462709,246,West Chelsea/Hudson Yards,POINT (-74.006296 40.7462709)
529,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Ricco/Maresca Gallery,Tu-Fr 10:30-18:00; Sa 11:00-18:00,gallery,https://www.riccomaresca.com,-74.0068656,40.7465171,246,West Chelsea/Hudson Yards,POINT (-74.0068656 40.7465171)
529,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Kathryn Markel Fine Arts,Tu-Fr 10:00-18:00; Sa 11:00-18:00,gallery,https://www.markelfinearts.com,-74.0068303,40.7465678,246,West Chelsea/Hudson Yards,POINT (-74.0068303 40.7465678)
529,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Elizabeth Harris Gallery,Tu-Sa 12:00-18:00,gallery,https://www.ehgallery.com,-74.0068108,40.7465936,246,West Chelsea/Hudson Yards,POINT (-74.0068108 40.7465936)
520,West 20th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,David Kordansky Gallery,Tu-Sa 10:00-18:00,gallery,https://www.davidkordanskygallery.com,-74.0067977,40.7462173,246,West Chelsea/Hudson Yards,POINT (-74.0067977 40.7462173)
522,West 19th Street,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Slag Gallery,Tu-Fr 10:00-13:00; Tu-Fr 14:00-18:00; Sa 10:00-18:00,gallery,https://www.slaggallery.com,-74.0070663,40.7455769,246,West Chelsea/Hudson Yards,POINT (-74.0070663 40.7455769)
100,11th Avenue,New York,10011,Immerse yourself in the captivating world of art as you explore marvellous the pieces that this gallery has to offer,Michael Rosenfield Art,Tu-Sa 10:00-18:00,gallery,https://michaelrosenfeldart.com,-74.0077206,40.7461924,246,West Chelsea/Hudson Yards,POINT (-74.0077206 40.7461924)
178,7th Avenue Street,New York,10014,,Village Vanguard,Mo-Su 07:00-00:00,entertainment ,http://www.villagevanguard.com/,-74.00156314,40.73648186,249,West Village,POINT (-74.00156313791592 40.736481864977456)
180,Greenwich Street,New York,10007,Take a trip to the past as you travel by visiting this museum as you observing the rich history provided,9/11 Memorial & Museum,Mo-Th 09:00-20:00; Fr-Sa 09:00-21:00; Su 09:00-20:00,museum,https://www.911memorial.org/,-74.0127418,40.711456,261,World Trade Center,POINT (-74.0127418 40.711456)
92,Greenwich Street,New York,10006,Take a trip to the past as you travel by visiting this museum as you observing the rich history provided,9/11 Tribute Museum,Mo-Sa 10:00-18:00; Su 10:00-17:00,museum,https://911tributemuseum.org/,-74.0137633,40.7079432,261,World Trade Center,POINT (-74.0137633 40.7079432)
,"East 86th Street &, East End Avenue",New York,10026,,Carl Schurz Park,Mo-Su 06:00- 00:00,park,http://www.carlschurzparknyc.org/,-73.94368974,40.77534678,262,Yorkville East,POINT (-73.9436897424881 40.775346777775155)
1568,2nd Avenue,New York,10028,,Comic Strip Live,Mo-Su 13:00-01:00,entertainment ,https://comicstriplive.com/,-73.95371707,40.77491652,263,Yorkville West,POINT (-73.95371706984969 40.774916521484364)